ID,Identyfikator API,Nazwa,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Budynku,Numer Lokalu,Email,Telefon,Liczba dzieci,Liczba miejsc,Adres WWW
2717,14578/Z,"Niepubliczny żłobek ""Nasze skarby""",DOLNOŚLĄSKIE,Legnica,Legnica,Legnica,ul. Złotoryjska,136A,,malgorzata.chodyga@gmail.com,696016625,9,9,
2718,14579/Z,Żłobek Publiczny w Miliczu,DOLNOŚLĄSKIE,milicki,Milicz,Milicz,ul. Grunwaldzka,1,,zlobek@milicz.pl,797993972,47,48,
2719,14580/Z,"Żłobek ""Motylek""",KUJAWSKO-POMORSKIE,tucholski,Gostycyn,Gostycyn,ul. Sępoleńska,12C,,dyrektor@zlobekmotylekgostycyn.pl,515530970,19,41,www.zlobekmotylekgostycyn.pl
2720,14584/Z,Klub Malucha Szyszkowa Polana,DOLNOŚLĄSKIE,lubański,Leśna,Szyszkowa,,64,,pmarkiewicz.lesna@gmail.com,606280316,11,19,Szyszkowa 64
2721,14588/Z,Niepubliczny Żłobek Niebieski Słonik,DOLNOŚLĄSKIE,średzki,Miękinia,Wróblowice,ul. Stefana Batorego,12,,iwonapuszkar@op.pl,793390854,62,79,
2722,14590/Z,Publiczny Żłobek nr 1 w Krokowej,POMORSKIE,pucki,Krokowa,Krokowa,ul. Szkolna,6,,zlobki.krokowa@interia.pl,+48662923721,74,74,www.facebook.com
2723,14612/Z,Zespół Edukacyjny Kamila Soszyńska,WIELKOPOLSKIE,szamotulski,Kaźmierz,Kaźmierz,ul. Solarna,14,,kazmierzmyszkamiki@gmail.com,535888478,40,40,-
2724,13269/Z,"Niepubliczny Żłobek ""Radosne Skrzaty"" Paulina Brol",WARMIŃSKO-MAZURSKIE,gołdapski,Gołdap,Gołdap,ul. Matejki,2,,sekretariat@radosne-skrzaty.pl,504189812,39,39,www.radosne-skrzaty.pl
2725,6387/Z,Żłobek Brzdąc,MAZOWIECKIE,piaseczyński,Piaseczno,Piaseczno,ul. Kazimierza Jarząbka,20,3,malgorzata.zero@brzdac.com.pl,509028929,50,50,
2726,13315/Z,Gminny Żłobek w Żyrakowie,PODKARPACKIE,dębicki,Żyraków,Zawierzbie,,62A,,zlobek@zyrakow.pl,146876316,61,61,www.zlobekzyrakow.pl
2727,13389/Z,Żłobek Inna Bajka,ŁÓDZKIE,poddębicki,Poddębice,Poddębice,ul. Narutowicza,21,,dagmara555@op.pl,883715433,14,22,www.przedszkolepoddebice.eu
2728,13390/Z,"Niepubliczny Dwujęzyczny Żłobek ""Małe Cuda""",MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Drukarska,1,LU4-LU5,poczta@male-cuda.pl,797551425,17,23,www.male-cuda.pl
2729,13549/Z,Żłobek Gminny w Świerzawie,DOLNOŚLĄSKIE,złotoryjski,Świerzawa,Świerzawa,ul. Dworcowa,4a,,zlobek@swierzawa.pl,575913005,26,32,https://zlobek.swierzawa.pl/
2730,13589/Z,"Żłobek Niepubliczny ""BAYEREK"" w Toruniu ",KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,ul. Spółdzielcza,6,,torun@zlobkiprzedszkola.pl,885979094,13,80,www.torun.bayerek.pl
2731,13592/Z,Żłobek w Siemianicach,POMORSKIE,słupski,Redzikowo,Siemianice,ul. Boczna,3a,,przedszkolejez@gminaslupsk.pl,598112551,37,40,
2732,14237/Z,"PRYWATNY ŻŁOBEK ""BAJKOWA KRAINA"" ODDZIAŁ II",WIELKOPOLSKIE,poznański,Swarzędz,Zalasewo,ul. Kórnicka,215,,bajkowakraina215@gmail.com,507375103,11,48,www.bajkowakraina215.pl
2733,14564/Z,Marchewka Żłobek Językowy Tomasz Szoka,PODLASKIE,Białystok,Białystok,Białystok,ul. Łąkowa,1,6 i 7,marchewkabialystok@gmail.com,661443015,30,42,
2734,14566/Z,Żłobek Cukierkowo,MAZOWIECKIE,Warszawa,Warszawa - Ursynów,Warszawa - Ursynów,ul. Klubowa,7,,biuro@cukierkowo.waw.pl,601340904,0,47,
2735,14663/Z,Klub Dziecięcy Esy Floresy,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,,1/3,,biuro-piaskownica@wp.pl,516692518,17,19,
2736,14774/Z,Kamienieckie Maluchy ,DOLNOŚLĄSKIE,wrocławski,Czernica,Kamieniec Wrocławski,ul. Świerkowa,4,,margotslawek@gmail.com,603634567,21,32,
2737,14877/Z,"Klub Dziecięcy ""Smykowo""",POMORSKIE,starogardzki,Starogard Gdański,Starogard Gdański,ul. Fryderyka Chopina,6A,1,biuro@smykowo.com,502655789,23,25,www.smykowo.com
2738,14911/Z,Niepubliczny Żłobek Nasza Babcia Wrzosowa,ŚWIĘTOKRZYSKIE,Kielce,Kielce,Kielce,ul. Wrzosowa,89,,przedszkole_naszababcia@onet.pl,505611600,42,40,
2739,8369/Z,"CENTRUM OPIEKI I EDUKACJI MAŁEGO DZIECKA ""BAJKOWY DWOREK""",ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. Chełmińska,1,2,naszbajkowydworek@wp.pl,504062941,8,10,pl-pl.facebook.com/centrumopiekiiedukacjimalegodzieckabajkowydworek/
2740,15092/Z,Akademia Pomysłów w Kostrzynie,WIELKOPOLSKIE,poznański,Kostrzyn,Kostrzyn,ul. Jadwigi,5,,15agnes@wp.pl,519378157,10,10,
2741,15111/Z,Niepubliczny Żłobek Caritas,ŚLĄSKIE,Żory,Żory,Żory,ul. Garncarska,16A,,biuro@caritaszory.pl,324342151,6,17,
2742,14771/Z,"Niepubliczny Żłobek ""Maluchowo A""",ŁÓDZKIE,kutnowski,Kutno,Kutno,ul. Wilcza,30,,biuro@przedszkolekutno.pl,242524479,26,25,
2743,14772/Z,"Niepubliczny Żłobek ""Maluchowo B""",ŁÓDZKIE,kutnowski,Kutno,Kutno,ul. Wilcza,30,,biuro@przedszkolekutno.pl,242524479,28,28,
2744,14875/Z,Niepubliczny Żłobek Mali Giganci,MAZOWIECKIE,Siedlce,Siedlce,Siedlce,ul. Józefa Chełmońskiego,13,,maligigancisiedlce@gmail.com,662867410,24,24,
2745,14931/Z,NIEPUBLICZNY ŻŁOBEK RUBIK MUSIC SCHOOL,MAZOWIECKIE,Warszawa,Warszawa - Ochota,Warszawa - Ochota,ul. Drawska,11,,BIURO@RUBIKSCHOOL.PL,605504505,0,13,www.rubikschool.pl
2746,9784/Z,"Żłobek Gminny ""Maluszkowo"" w Ulanie-Majoracie",LUBELSKIE,radzyński,Ulan-Majorat,Ulan-Majorat,,53A,,zlobek@ulanmajorat.pl,518336991,65,73,www.maluszkowo.edu.pl
2747,14974/Z,Żłobek Publiczny w Wiskitkach,MAZOWIECKIE,żyrardowski,Wiskitki,Wiskitki,ul. Spółdzielcza,2,,zlobek@zlobek-wiskitki.pl,512078000,30,30,www.zlobek-wiskitki.pl
2748,14972/Z,Żłobek Wesoły Tygrysek,MAZOWIECKIE,piaseczyński,Konstancin-Jeziorna,Konstancin-Jeziorna,ul. Warszawska,79,,kontakt@wesoly-tygrysek.pl,692376594,11,30,www.wesoly-tygrysek.pl
2749,14973/Z,KidsFirst by Katarzyna Szulc,MAZOWIECKIE,otwocki,Karczew,Karczew,ul. Widok,4,,katarzyna.szulc@kidsfirst.edu.pl,531644577,16,45,www.kidsfirst.edu.pl
2750,14976/Z,PLUSZAKOWO PRYWATNY ŻŁOBEK,ŁÓDZKIE,zduńskowolski,Zduńska Wola,Zduńska Wola,ul. Królewska,6A,,dyrektor@pluszakowo.edu.pl,512011660,6,25,www.pluszakowo.edu.pl
2751,14615/Z,Nasz Klub Malucha w Osięcinach,KUJAWSKO-POMORSKIE,radziejowski,Osięciny,Osięciny,ul. Wojska Polskiego,2a,,magdalena.ilecka@interia.pl,667351636,25,30,www.przedszkoleosieciny.pl
2752,14619/Z,Klub Dziecięcy Akademia Ważniaka,WIELKOPOLSKIE,kaliski,Koźminek,Koźminek,pl. Wolności,14,,malgosiaswiatkiewicz@wp.pl,694359921,10,30,
2753,14621/Z,Klub Dziecięcy Osesek II,,,,,,38,A,klubdzieciecyosesek@gmail.com,660296702,13,15,www.klubdzieciecyosesek.pl
2754,14622/Z,"Językowy Klub Malucha ""Little Bunny""",LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Wincentego Witosa,2,a,jkm.littlebunny@gmail.com,600539003,21,24,https://www.facebook.com/J%C4%99zykowy-Klub-Malucha-Little-Bunny-2254194167959792
2755,14623/Z,Żłobek Miejski w Sejnach,PODLASKIE,sejneński,Sejny,Sejny,ul. Zawadzkiego,13,,zlobek@um.sejny.pl,731463278,50,50,
2756,14628/Z,"Żłobek ""Dziarskie Smyki 2""",DOLNOŚLĄSKIE,Wrocław,Wrocław-Psie Pole,Wrocław-Psie Pole,ul. Piotra Czajkowskiego,34,,katarzyna.werat@gmail.com,792100350,25,25,www.dziarskiesmyki.pl
2757,14635/Z,Żłobek Gminny w Łęce Opatowskiej,WIELKOPOLSKIE,kępiński,Łęka Opatowska,Łęka Opatowska,ul. Słoneczna,2,,sekretariat@zlobeklekaopatowska.pl,531385004,16,16,
2758,14639/Z,"Żłobek ,,Kubuś Puchatek''",POMORSKIE,malborski,Malbork,Malbork,ul. Karola Pomianowskiego,8,,kubuspuchatekmalbork@wp.pl,531984633,25,25,kubuspuchatek.malbork.pl
2759,14659/Z,Niepubliczny Integracyjny Żłobek Niezapominajka,ZACHODNIOPOMORSKIE,stargardzki,Stargard,Stargard,ul. Niepodległości,59,3-4,zlobek@niezapominajka-stargard.pl,531569332,30,30,niezapominajka-stargard.pl
2760,13595/Z,Niepubliczny Żłobek Mały Europejczyk,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Tarasa Szewczenki,8,,edukacja-olsztyn@wp.pl,602211464,22,31,
2761,13596/Z,Klub Malucha PasteLove,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,ul. Bohaterów Kragujewca,11,,justyna.szyffer@op.pl,502130149,25,30,http://pastelove.bydgoszcz.pl/
2762,13651/Z,"""Bajkowo""",ŁÓDZKIE,piotrkowski,Rozprza,Rozprza,ul. Sportowa,30C,,biuro@bajkowo-rozprza.pl,729360446,18,25,
2763,14792/Z,Żłobek Wesołe Misie,ŚWIĘTOKRZYSKIE,kielecki,Chmielnik,Chmielnik,ul. Mielczarskiego,7,,chmielnik@zdz.kielce.pl,413541003,30,44,szkolychmielnik.zdz.kielce.pl
2764,14793/Z,Żłobek Kraina Marzeń Kossaka,MAŁOPOLSKIE,Nowy Sącz,Nowy Sącz,Nowy Sącz,ul. Wojciecha Kossaka,1,,marcin.krolikiewicz@krainamarzen.eu,694424336,16,20,
2765,14831/Z,"Miejski Żłobek Nr 1 ""Króla Maciusia"" Oddział",POMORSKIE,gdański,Pruszcz Gdański,Pruszcz Gdański,ul. Niepodległości,10,,zlobeknr1@pruszcz-gdanski.pl,517723017,0,10,http://zlobekkrolmacius.pl/
2766,14832/Z,Żłobek Niepubliczny Norlandia,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. Ostrowska,22,,sekretariat@norlandia.com,573975548,31,46,www.szczecin.norlandiaprzedszkola.pl
2767,14833/Z,"Niepubliczny Żłobek ""Gucio""  Daria Jankowska",WIELKOPOLSKIE,pleszewski,Pleszew,Pleszew,ul. Prusa,2,,dariajankowska22@wp.pl,535787822,18,18,
2768,14834/Z,Kącik Maluszka II,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,Kraków-Krowodrza,ul. Kaczorówka,1,3,kacikmaluszka@gmail.com,535836957,15,15,http://kacikmaluszka.com.pl
2769,14835/Z,"Żłobek ""Kącik Malucha""",PODLASKIE,bielski,Bielsk Podlaski,Bielsk Podlaski,ul. Władysława Wysockiego,41,u1,s.integracja@gmail.com,505282645,32,32,
2770,13992/Z,HAPPY SKRZATY Żłobek Dwujęzyczny,DOLNOŚLĄSKIE,Wrocław,Wrocław-Psie Pole,Wrocław-Psie Pole,ul. Na Polance,22B,,happyskrzaty@gmail.com,602612216,24,25,https://www.facebook.com/happyskrzaty/
2771,6430/Z,"Żłobek Marsjanki, Sale Zabaw Marsjanki",LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Śląska,96,,wisniewska-aneta@o2.pl,724891748,39,30,
2772,14111/Z,Niepubliczny Żłobek FUN&PLAY w Tarnowie,MAŁOPOLSKIE,Tarnów,Tarnów,Tarnów,ul. Generała Tadeusza Klimeckiego,11,,biuro@funplay-tarnow.pl,534702868,15,14,https://www.funplay-tarnow.pl
2773,14112/Z,Pozytywny żłobek w Bytomiu,ŚLĄSKIE,Bytom,Bytom,Bytom,ul. Artura Grottgera,20B,,g.wysocka@pozytywneinicjatywy.pl,600086153,21,21,http://slaskie.pozytywneinicjatywy.pl/
2774,12782/Z,Niepubliczny Żłobek W Krainie Smerfa,KUJAWSKO-POMORSKIE,Grudziądz,Grudziądz,Grudziądz,ul. Ignacego Paderewskiego,41,,krainasmerfa@gmail.com,692985232,15,15,zlobek-smerf.pl
2775,7041/Z,NIEPUBLICZNY ŻŁOBEK FANTAZJA,MAZOWIECKIE,piaseczyński,Piaseczno,Piaseczno,ul. Staszica,12,,przedszkolefantazja@interia.pl,506125282,16,30,
2776,12930/Z,ZAMECZEK Wioletta Cholewa-Baranowska,MAZOWIECKIE,Siedlce,Siedlce,Siedlce,ul. Ceglana,29,,zameczek50@wp.pl,600251606,102,102,www.przedszkolezameczek.pl
2777,8846/Z,"Żłobek Miejski ""Bajkowa Kraina"" w Żarowie",DOLNOŚLĄSKIE,świdnicki,Żarów,Żarów,ul. Władysława Łokietka,14a,,przedszkolezarow@op.pl,748580826,64,64,www.zlobekzarow.szkolnastrona.pl
2778,14662/Z,Żłobek Samorządowy w Cycowie,LUBELSKIE,łęczyński,Cyców,Cyców,ul. Chełmska,44,,a.choma@ugcycow.pl,825677009,33,40,www.zs-cycow.pl
2779,14891/Z,AKADEMIA MALUCHA JABŁUSZKO ,ŁÓDZKIE,bełchatowski,Bełchatów,Bełchatów,ul. Lipowa,7,,edyta1204@interia.pl,606683663,15,15,
2780,14894/Z,Niepubliczny Żłobek Sportowo-Językowy Fair Play Kilkulatek,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Karola Bunscha,20,76,andzia.kulig@interia.pl,605061125,18,21,https://przedszkolefairplay.info.pl/
2781,15042/Z,"Niepubliczny Żłobek ""JUNIOR""",POMORSKIE,słupski,Kobylnica,Kobylnica,ul. Główna,2F,,ilona.pytlos@onet.pl,794657711,22,23,
2782,15044/Z,Niepubliczny Żłobek Akademia Malucha Justyna Zygmańska,ZACHODNIOPOMORSKIE,goleniowski,Goleniów,Goleniów,ul. Juliusza Słowackiego,4/4a/4b,,maluchy.edu.zlobek@gmail.com,607732205,22,21,
2783,15047/Z,Niepubliczny Żłobek Zielona Wyspa III,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,Kraków-Krowodrza,ul. Mazowiecka,60,,mazowiecka@zielonawyspa.edu.pl,505160113,20,60,www.zielonawyspa.edu.pl
2784,3764/Z,Anna Krawczyk-Kośmińska Klub Maluszka-Bajka,DOLNOŚLĄSKIE,Wrocław,Wrocław-Psie Pole,Wrocław-Psie Pole,al. Marcina Kromera,23,2,klub.maluszka.bajka@wp.pl,791330991,15,15,
2785,15131/Z,Ekologiczny Klub Malucha Koziołek Niematołek,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,ul. Stefana Okrzei,2,,biuro@koziolekniematolek.pl,668300247,20,25,www.koziolekniematolek.pl
2786,15132/Z,Małymi Kroczkami,ŚLĄSKIE,bielski,Jasienica,Rudzica,,45,A,malymikroczkami1@gmail.com,721008455,25,25,https://malymikroczkami.edu.pl/
2787,14836/Z,Żłobek Niepubliczny Norlandia,MAZOWIECKIE,Warszawa,Warszawa - Wola,Warszawa - Wola,ul. Jana Kazimierza,46A,U7,sylwia.brzezinska@norlandia.com,502458195,47,47,http://wola.norlandiaprzedszkola.pl/
2788,15151/Z,Niepubliczny żłobek Wesołe Motylki,DOLNOŚLĄSKIE,wrocławski,Długołęka,Kiełczówek,ul. Jesionowa,20,,wesolemotylki@op.pl,735399370,21,21,www.wesole-motylki.pl
2789,15489/Z,KLUB DZIECIĘCY W GWIAZDOWIE,ZACHODNIOPOMORSKIE,sławieński,Sławno,Gwiazdowo,,43,,klubdzieciecy@gminaslawno.pl,598582220,15,16,klubgwiazdowo.przedszkolowo.pl
2790,15490/Z,Żłobek Bajka,ŚLĄSKIE,Częstochowa,Częstochowa,Częstochowa,ul. Piastowska,189,,bajkowyminizlobek@o2.pl,606839897,24,43,www.bajkowyminizlobek.pl
2791,15494/Z,Niepubliczny Żłobek Pikabu,ŚLĄSKIE,Ruda Śląska,Ruda Śląska,Ruda Śląska,ul. Piotra Niedurnego,99,,sabinabrzezowska@poczta.fm,502692372,73,88,www.pikabuzlobek.pl
2792,15511/Z,Żłobek Malucha uśmiech od ucha do ucha II,ŚLĄSKIE,Ruda Śląska,Ruda Śląska,Ruda Śląska,ul. Teatralna,4,,sekretariat.zlobekmalucha@gmail.com,730146125,27,27,www.zlobkimalucha.pl
2793,15512/Z,"Niepubliczny Żłobek ""PROMYK""",LUBUSKIE,wschowski,Sława,Śmieszkowo,,82,,joannamalawska@wp.pl,693498460,15,15,
2794,6367/Z,"Żłobek ""Tęcza"" ",ŚLĄSKIE,Częstochowa,Częstochowa,Częstochowa,ul. Ignacego Mościckiego,22,,magdaczest@gmail.com,343221531,25,25,tecza.czest.pl
2795,15513/Z,"Żłobek Gminny ''Promyczek"" w Grębocicach",DOLNOŚLĄSKIE,polkowicki,Grębocice,Grębocice,ul. Szkolna,2,,sekretariat@zlobekgrebocice.pl,795423682,24,24,www.zlobekgrebocice.pl
2796,15441/Z,Niepubliczny Żłobek Małe Marzenia,PODLASKIE,bielski,Bielsk Podlaski,Bielsk Podlaski,ul. Północna,2,,kontakt@malemarzenia.pl,698555300,23,24,www.malemarzenia.pl
2797,15487/Z,"PRZEDSZKOLE NIEPUBLICZNE I ŻŁOBEK ""DAWID I JULA""",LUBELSKIE,kraśnicki,Kraśnik,Kraśnik,ul. Rumiankowa,6,5A,dawidijula@interia.pl,607566997,10,10,www.dawidijula.pl
2798,15492/Z,Żłobek w Sadzie Lipowa,ŚLĄSKIE,żywiecki,Lipowa,Lipowa,ul. Lipowska,188,,zlobekwsadzie@gmail.com,+48697909134,42,40,www.zlobekwsadzie.pl
2799,15521/Z,"Klub Dziecięcy ""Zaczarowany Ogród Montessori""",ŚWIĘTOKRZYSKIE,jędrzejowski,Jędrzejów,Jędrzejów,ul. Adolfa Dygasińskiego,126,,kontakt@przedszkolejedrzejow.pl,+48500751711,25,25,przedszkolejedrzejow.pl
2800,15523/Z,Gminny Żłobek w Niegowie,ŚLĄSKIE,myszkowski,Niegowa,Niegowa,ul. Szkolna,40,,zlobek@niegowa.pl,505917321,14,20,brak
2801,15551/Z,Żłobek SMYK 1,POMORSKIE,chojnicki,Chojnice,Chojnice,ul. Konopnickiej,18,,przedszkolesmyk@wp.pl,500618212,14,14,
2802,15554/Z,Gminny Klub Dziecięcy w Ostrowitem,WIELKOPOLSKIE,słupecki,Ostrowite,Ostrowite,ul. Szkolna,4,,ugmostrowite@post.pl,632765160,22,22,
2803,15611/Z,Żłobek Niepubliczny SAMO DOBRO,PODLASKIE,Białystok,Białystok,Białystok,ul. Zachodnia,2g,u-12-13,mselwent@o2.pl,665729092,24,40,www.samodobro.edu.pl
2804,15613/Z,Żłobek Niepubliczny Akademia Uśmiechu,WARMIŃSKO-MAZURSKIE,lidzbarski,Lidzbark Warmiński,Lidzbark Warmiński,ul. Mazurska,2,,m-turzynska@o2.pl,660541352,0,16,
2805,15614/Z,Żłobek Gminny w Cedzynie,ŚWIĘTOKRZYSKIE,kielecki,Górno,Cedzyna,ul. Mała,1,,zlobek@gorno.pl,413029040,46,46,www.zlobek.gorno.pl
2806,13137/Z,Bam-Bam Jagódka,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,ul. Jurija Gagarina,34a,,biuro@zlobekbambam.pl,604938146,36,40,www.zlobekbambam.pl
2807,14552/Z,Niepubliczny Żłobek Zaczarowany Ołówek Milena Łopatka,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,ul. Morska,8,,biuro.zaczarowanyolowek@onet.pl,575335035,30,81,https://zaczarowanyolowek.bydgoszcz.pl
2808,14565/Z,Niepubliczny Klub Dziecięcy Bajkowa Akademia Bobasa,PODKARPACKIE,dębicki,Dębica,Dębica,ul. Ratuszowa,9,,agatazmuda@weldonkids.pl,697770692,15,30,
2809,14567/Z,"Klub Malucha ""Mały Odkrywca"" ",WIELKOPOLSKIE,chodzieski,Budzyń,Budzyń,ul. Rogozińska,60,,leszek_sylwia@op.pl,603419784,9,30,brak
2810,14570/Z,"Klub Dziecięcy ""Maleństwa"" w Krośnie Odrzańskim",LUBUSKIE,krośnieński,Krosno Odrzańskie,Krosno Odrzańskie,ul. Srebrna Góra,2,,klubmalenstwa@krosnoodrzanskie.pl,683835179,24,24,
2811,14571/Z,"Niepubliczny Żłobek ""Sarenka""",WIELKOPOLSKIE,poznański,Tarnowo Podgórne,Lusowo,ul. Wierzbowa,43,,biuro@sarenka-lusowo.pl,608408044,16,20,www.sarenka-lusowo.pl
2812,14667/Z,Przedszkole - Klubik Radosna Akademia,POMORSKIE,kartuski,Żukowo,Miszewo,ul. Lotnicza,17,,radosna.akademia.miszewo@gmail.com,576000419,2,18,https://www.facebook.com/Radosna-Akademia-255624068667425
2813,15033/Z,Bajlandia Niepubliczny Żłobek,WIELKOPOLSKIE,ostrzeszowski,Mikstat,Mikstat,ul. Słowackiego,3,,bajlandia2016@wp.pl,609126024,23,22,
2814,12772/Z,Żłobek Malucha Uśmiech od ucha do ucha,ŚLĄSKIE,Ruda Śląska,Ruda Śląska,Ruda Śląska,ul. Karola Goduli,24,,sekretariat.zlobekmalucha@gmail.com,730146125,27,27,www.zlobkimalucha.pl
2815,15133/Z,Sieniawskie skrzaty,PODKARPACKIE,przeworski,Sieniawa,Sieniawa,ul. Tadeusza Kościuszki,42,,cezary@e-cezar.pl,693105726,22,45,sieniawa.org
2816,15255/Z,Niepubliczny Żłobek Tuptuś,WIELKOPOLSKIE,Konin,Konin,Konin,ul. Poznańska,208,,anita.pigula12345@wp.pl,661409428,21,21,
2817,15191/Z,Żłobek TEDDY,MAZOWIECKIE,wołomiński,Radzymin,Stary Dybów,ul. Myśliwska,27,,przedszkoleteddy@wp.pl,531704405,25,30,przedszkoleteddy.pl
2818,15253/Z,"Niepubliczny Żłobek ""Stokrotka""",MAZOWIECKIE,Warszawa,Warszawa - Praga-Południe,Warszawa - Praga-Południe,ul. Meksykańska,6,,ireneuszmalewicz@o2.pl,577201850,102,102,www.stokrotka.eu
2819,15271/Z,"ŻŁOBEK NIEPUBLICZNY ,,CHATKA PUCHATKA""",PODLASKIE,Białystok,Białystok,Białystok,ul. Słonimska,46,,PRZEDSZKOLE@CHATKA-PUCHATKA.BIALYSTOK.PL,505950099,19,22,
2820,2402/Z,Żłobek Ogrody Montessori - filia Ławica,WIELKOPOLSKIE,Poznań,Poznań-Grunwald,Poznań-Grunwald,ul. Perzycka,11,,lawicazlobek@ogrodymontessori.pl,+48602645020,43,43,www.ogrodymontessori.pl
2821,8875/Z,"Żłobek ""Kraina Marzeń""",WIELKOPOLSKIE,Poznań,Poznań-Jeżyce,Poznań-Jeżyce,ul. Czesława Miłosza,31,,dyrektor@krainamarzen.com.pl,600068464,29,29,www.krainamarzen.com.pl
2822,12636/Z,Niepubliczny Żłobek MegaMocni Strzyża,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Bernarda Chrzanowskiego,38,a,d.wieja@megamocni.edu.pl,453052715,16,16,https://megamocni.edu.pl/
2823,12637/Z,Żłobek Kraina Montessori w Kleosinie,PODLASKIE,białostocki,Juchnowiec Kościelny,Kleosin,ul. Zambrowska,52,,dyrekcja.krainamontessori@gmail.com,723508747,24,36,www.krainamontessori.pl
2824,12639/Z,Żłobek Fiku Miku,MAŁOPOLSKIE,nowotarski,Nowy Targ,Nowy Targ,ul. Szaflarska,61,,kontakt@fikumiku.com.pl,723600600,72,72,www.fikumiku.com.pl
2825,12781/Z,Niepubliczny Żłobek Kolorowy Obłoczek,MAŁOPOLSKIE,Kraków,Kraków-Nowa Huta,Kraków-Nowa Huta,ul. Kantorowicka,189,,milcia-1987@o2.pl,507112687,30,36,www.kolorowyobloczek.pl
2826,12876/Z,Niepubliczny Żłobek Tęczowy Świat Maluszka,PODKARPACKIE,stalowowolski,Zaklików,Zaklików,ul. Krzywa,65,,ewamatyka@interia.pl,691146730,10,10,
2827,13711/Z,Żłobek Kolorowych Skrzatów,DOLNOŚLĄSKIE,oławski,Oława,Oława,ul. Opolska,50,,biuro@koloroweskrzaty.pl,883496956,32,82,www.koloroweskrzaty.pl
2828,13712/Z,Żłobek Krasnalkowo ,ŚLĄSKIE,będziński,Czeladź,Czeladź,ul. Zwycięstwa,20,,aga_rusiecka6@wp.pl,507305619,17,20,www.krasnalkowo-czeldz.pl
2829,13349/Z,Publiczny Żłobek w Miastkowie Kościelnym,MAZOWIECKIE,garwoliński,Miastków Kościelny,Miastków Kościelny,ul. Rynek,1,,maluch@miastkowkoscielny.pl,788840335,20,20,maluch.miastkowkoscielny.pl
2830,13394/Z,Niepubliczny Elitarny Żłobek Mali Zwycięzcy,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Franciszka Rakoczego,19 lok,1,przedszkole@malizwyciezcy.pl,505772442,17,25,www.malizwyciezcy.pl
2831,13489/Z,Żłobek Gminny w Ciepłowodach ,DOLNOŚLĄSKIE,ząbkowicki,Ciepłowody,Ciepłowody,ul. Szkolna,2,,zlobek@cieplowody.pl,533988933,18,18,
2832,13876/Z,"Niepubliczny Żłobek ""BAMBINO""",KUJAWSKO-POMORSKIE,Grudziądz,Grudziądz,Grudziądz,ul. Jackowskiego,43,42,bambino_grudziadz@wp.pl,606305255,29,38,bambino.edu.pl
2833,13879/Z,Prywatne Przedszkole i Żłobek MALI ODKRYWCY Sp. z o.o.,MAŁOPOLSKIE,krakowski,Jerzmanowice-Przeginia,Jerzmanowice,ul. Ojcowska,9,,ppmaliodkrywcy@interia.pl,606253153,24,40,http://maliodkrywcyjerzmanowice.pl/
2834,13880/Z,"Żłobek Niepubliczny ""Zielony Zakątek"" w Suwałkach",PODLASKIE,Suwałki,Suwałki,Suwałki,ul. Sportowa,10,,sekretariat.zielony-zakatek@wp.pl,508203555,28,47,
2835,13885/Z,ŻŁOBEK JEŻYKOWO,MAŁOPOLSKIE,krakowski,Krzeszowice,Krzeszowice,ul. dr. Ignacego Wróbla,3,,przedszkole@radosnenutki.pl,693105726,26,29,www.przedszkolejezykowo.pl
2836,13886/Z,Niepubliczne Przedszkole i Żłobek Mały Odkrywca,MAZOWIECKIE,Warszawa,Warszawa - Bielany,Warszawa - Bielany,ul. Marii Dąbrowskiej,15,,przedszkole@malyodkrywca.com,510410510,0,15,www.malyodkrywca.com
2837,13887/Z,Gminny Żłobek w Tuchomiu,POMORSKIE,bytowski,Tuchomie,Tuchomie,ul. ks. Jana Hinza,1,,zlobek@tuchomie.pl,533334294,25,32,
